oliver30.tsp,0.0,0.0,0.5,100,962.4897264308703
oliver30.tsp,0.0,0.0,0.5,100,918.7802653299057
oliver30.tsp,0.0,0.0,0.5,100,975.404262288087
oliver30.tsp,0.0,0.0,0.5,100,958.6983066932871
oliver30.tsp,0.0,0.0,0.5,100,986.9118477490877
oliver30.tsp,0.0,0.0,0.5,100,907.6370237351614
oliver30.tsp,0.0,0.0,0.5,100,963.7001566311103
oliver30.tsp,0.0,0.0,0.5,100,944.9786602717774
oliver30.tsp,0.0,0.0,0.5,100,992.7975039346694
oliver30.tsp,0.0,0.0,0.5,100,1002.7965039711715
oliver30.tsp,0.0,0.5,0.5,100,830.3574512982459
oliver30.tsp,0.0,0.5,0.5,100,839.5976709445238
oliver30.tsp,0.0,0.5,0.5,100,891.9435712527869
oliver30.tsp,0.0,0.5,0.5,100,779.8658577617937
oliver30.tsp,0.0,0.5,0.5,100,841.2455063939841
oliver30.tsp,0.0,0.5,0.5,100,879.2115221110525
oliver30.tsp,0.0,0.5,0.5,100,847.1639527527163
oliver30.tsp,0.0,0.5,0.5,100,862.6466004113555
oliver30.tsp,0.0,0.5,0.5,100,823.7523574335687
oliver30.tsp,0.0,0.5,0.5,100,871.2666121852001
oliver30.tsp,0.0,1.0,0.5,100,716.9032640157851
oliver30.tsp,0.0,1.0,0.5,100,730.1697554120188
oliver30.tsp,0.0,1.0,0.5,100,717.8189264242718
oliver30.tsp,0.0,1.0,0.5,100,747.7700019426861
oliver30.tsp,0.0,1.0,0.5,100,727.8106797914589
oliver30.tsp,0.0,1.0,0.5,100,703.9814277309287
oliver30.tsp,0.0,1.0,0.5,100,718.9958970026499
oliver30.tsp,0.0,1.0,0.5,100,697.9892952885393
oliver30.tsp,0.0,1.0,0.5,100,745.4013530506425
oliver30.tsp,0.0,1.0,0.5,100,716.7006129275361
oliver30.tsp,0.0,1.5,0.5,100,636.6539906759597
oliver30.tsp,0.0,1.5,0.5,100,624.5049986398687
oliver30.tsp,0.0,1.5,0.5,100,599.4119447486022
oliver30.tsp,0.0,1.5,0.5,100,617.9040223941971
oliver30.tsp,0.0,1.5,0.5,100,617.2430648912484
oliver30.tsp,0.0,1.5,0.5,100,609.3518952051154
oliver30.tsp,0.0,1.5,0.5,100,593.8530305468751
oliver30.tsp,0.0,1.5,0.5,100,554.2460158238307
